
AWA,AWS,HOG,SOG,Current Speed,Current Angle,LAT,LNG,Rudder,Tail Angle,Steer Scheme,Steer Point,Bearing,Prop Scheme,Prop Point
-90.0,5.32219177092,90.0,0.0,0.0,180,0.0,0.0,0,0,0,0,0,0,0
-90.0,5.46678651296,90.0,0.0,0.0,180,0.0,0.0,-45,0,1,-30.0,0,0,100.0
-90.0,5.27982008557,89.8119562548,0.0,0.0,180,0.0,0.0,-45,-15.0,1,-30.0,0,0,100.0
0.184667893919,5.38661587913,89.9965558587,0.0967032780848,0.0,180,7.13561997158e-10,2.17417197412e-07,45,-15.0,1,-30.0,-0.0138671839777,0,100.0
0.00338204711293,5.26555969965,90.1777744028,0.0949320957641,0.0,180,7.26391990665e-10,4.30853409066e-07,45,0.0,0,-0.0138671839777,-0.0274804537356,0,100.0
-0.174696286496,5.38230674326,89.9998749921,0.0931933537791,0.0,180,7.62834428568e-11,6.40379391957e-07,-45,0.0,0,-0.0138671839777,-0.0408442906948,0,100.0
0.000122875202831,5.37078242945,89.8252339227,0.0914864579644,0.0,180,7.67322158734e-11,8.46068762698e-07,-45,0.0,0,-0.0138671839777,-0.0539634388276,0,100.0
0.171874401447,5.4279463222,89.6537915161,0.0898108250372,0.0,180,6.9264264009e-10,1.04798986186e-06,-45,0.0,0,-0.0138671839777,-0.0668422817816,0,100.0
0.340657543037,5.49881390201,89.4854891867,0.0881658823975,0.0,180,1.8903977308e-09,1.24620995051e-06,-45,0.0,0,-0.0138671839777,-0.0794851316041,0,100.0
0.506472627234,5.53991431075,89.320269422,0.0865510679332,0.0,180,3.63780244996e-09,1.44079521821e-06,-45,0.0,0,-0.0138671839777,-0.0918962294611,0,100.0
0.669063713086,5.41419795172,89.1580757628,0.0849658298275,0.0,180,5.90402901887e-09,1.63181079164e-06,-45,0.0,0,-0.0138671839777,-0.10407974638,0,100.0
0.828843402406,5.36831637731,88.9988527842,0.0834096263705,0.0,180,8.659564213e-09,1.81932074372e-06,-45,0.0,0,-0.0138671839777,-0.116039784014,0,100.0
0.985637674041,5.28524263955,88.8425460761,0.081881925774,0.0,180,1.18761585721e-08,2.00338810318e-06,-45,0.0,0,-0.0138671839777,-0.127780375421,0,100.0
1.14029918915,5.42313095036,88.6891022252,0.08038220599,0.0,180,1.55267774603e-08,2.1840748646e-06,-45,0.0,0,-0.0138671839777,-0.139305485861,0,100.0
1.29143400309,5.31417356739,88.5384687965,0.078909954532,0.0,180,1.95855539144e-08,2.3614419988e-06,-45,0.0,0,-0.139305485862,-0.150619013614,0,100.0
1.44107964264,5.53526233465,88.3905943153,0.0774646683001,0.0,180,2.40277432168e-08,2.53554946361e-06,-45,0.0,0,-0.139305485862,-0.161724790794,0,100.0
1.58815901772,5.75961103393,88.2454282496,0.0760458534089,0.0,180,2.88296791367e-08,2.70645621489e-06,-45,0.0,0,-0.139305485862,-0.17262658419,0,100.0
