AWA,AWS,HOG,COG,SOG,Current Speed,Current Angle,LAT,LNG,Rudder,Tail Angle,Steer Scheme,Steer Point,Bearing,Prop Scheme,Prop Point
-89.9992875748,8.0423569182,90.0,90.0,0.0001,0.0,180,1.37668915762e-26,2.2483040148e-10,0,0,0,0,-1.43399977672e-05,0,0
-89.9993095888,8.14679266077,90.0,90.0,9.81684361111e-05,0.0,180,2.72816337376e-26,4.45542890515e-10,0,-15.0,1,-30.0,-2.84173493136e-05,0,100.0
-89.3637231004,8.07072636436,90.0,90.0,0.0896245979041,0.0,180,1.23658028528e-23,2.01948886183e-07,0,-15.0,1,-30.0,-0.0128805824706,0,100.0
-88.7427561456,8.04931932587,89.67283456,90.0,0.176612400392,0.0,180,3.66798405248e-23,5.99027255047e-07,-45,-15.0,1,-30.0,-0.0382067912972,0,100.0
-87.8179091591,8.08700976773,89.2407467994,89.67283456,0.261771882577,0.0,180,3.36062814918e-09,1.18756043479e-06,-45,-15.0,1,-30.0,-0.0757445063443,0,100.0
-86.7925057151,8.09263634406,88.7056601845,89.2407467994,0.345722416486,0.0,180,1.36605484528e-08,1.96478128625e-06,-45,-15.0,1,-30.0,-0.125318206978,0,100.0
-85.71228995,8.19650325019,88.0681175966,88.7056601845,0.428133945045,0.0,180,3.54037472966e-08,2.92711094855e-06,-45,-15.0,1,-30.0,-0.186701931603,0,100.0
-84.5396417811,8.28376734324,87.328881224,88.0681175966,0.510111102894,0.0,180,7.40667494041e-08,4.0733439135e-06,-45,-15.0,1,-30.0,-0.259823219194,0,100.0
-83.2303658366,8.26672103174,86.4902081751,87.328881224,0.591478418012,0.0,180,1.36040414152e-07,5.40172235322e-06,-45,-15.0,1,-30.0,-0.344577443022,0,100.0
-81.8243257741,8.233829674,85.5544494954,86.4902081751,0.671039773777,0.0,180,2.28401786463e-07,6.90759397589e-06,-45,-15.0,1,-30.0,-0.440679372024,0,100.0
-80.3666221967,8.25546558368,84.5232489045,85.5544494954,0.748720009033,0.0,180,3.58881066784e-07,8.58587972656e-06,-45,-15.0,1,-30.0,-0.547821598886,0,100.0
-78.8519096505,8.31109142824,83.3976769509,84.5232489045,0.825085070033,0.0,180,5.35929700932e-07,1.04324535494e-05,-45,-15.0,1,-30.0,-0.665763736377,0,100.0
-77.247441849,8.35034261718,82.179090074,83.3976769509,0.90059356272,0.0,180,7.68736928151e-07,1.24438333566e-05,-45,-15.0,1,-30.0,-0.794314002737,0,100.0
-75.4897916088,8.29244483513,80.8701414969,82.179090074,0.975016740203,0.0,180,1.06703624699e-06,1.46155767153e-05,-45,-15.0,1,-30.0,-0.933228013519,0,100.0
-73.7333396077,8.32307209773,79.472454174,80.8701414969,1.04731701844,0.0,180,1.44066060203e-06,1.69404328354e-05,-45,-15.0,1,-30.0,-1.08209144597,0,100.0
