AWA,AWS,HOG,SOG,Current Speed,Current Angle,LAT,LNG,Rudder,Tail Angle,Steer Scheme,Steer Point,Bearing,Prop Scheme,Prop Point
-94.879566578,8.66118264494,-90.0,0.000338650724297,0.000338650724297,4.88179870613,-7.58627750645e-10,-6.4794580671e-11,0,0,0,0,4.13268557705e-06,0,0
-94.3751488026,8.84681190216,-90.0,0.00728201311758,0.00728201311758,4.4221698737,-1.70820669721e-08,-1.32716850873e-09,45,0,0,0,8.4647055891e-05,0,0
-94.1660680086,8.86596388512,-90.0,0.0362973152894,0.0362973152894,4.39994664449,-9.84489552669e-08,-7.58793312979e-09,45,0.0,0,0,0.000483915964287,0,0
-93.3571685912,8.93474751586,-90.0,0.187047495762,0.187047495762,4.55294821464,-5.17661537075e-07,-4.09705098776e-08,45,0.0,0,0,0.00261165149032,0,0
-93.4091370263,9.01136585645,-90.0,0.218381951554,0.218381951554,4.79292536119,-1.00693365718e-06,-8.1994999116e-08,45,0.0,0,0.00261165149032,0.0052239002788,0,100.0
-92.8986604838,8.93590250975,-90.0,0.266376026984,0.266376026984,4.6013727467,-1.60389768585e-06,-1.30039979679e-07,45,0.0,0,0.00261165149032,0.00827934952349,0,100.0
-93.6950525896,8.83849411261,-89.8792800696,0.162409319049,0.162409319049,4.74432679586,-1.96779211069e-06,-1.60240994752e-07,45,-15.0,0,0.00827934952349,0.0101980556533,0,100.0
-121.783818397,8.40552595098,-89.6539284694,0.204645700666,0.172552428453,4.89741011101,-2.3538685249e-06,-4.10525440846e-07,45,-15.0,0,0.0101980556533,0.0261154548004,0,100.0
-144.908161264,8.24956808148,-89.3358444416,0.231136280188,0.131424292524,4.75148896389,-2.64588625583e-06,-8.4038235783e-07,45,-15.0,0,0.0261154548004,0.0534433363781,0,100.0
-151.378157843,8.0959102268,-88.9303085689,0.299772343511,0.142439576018,4.46115887484,-2.95853077683e-06,-1.43745989537e-06,45,-15.0,0,0.0534433363781,0.0913821666944,0,100.0
-177.947125853,8.04816402061,-88.4421057331,0.326055752955,0.0173429165608,4.76716059993,-2.98376887157e-06,-2.17009777854e-06,45,-15.0,0,0.0913821666944,0.137953392309,0,100.0
179.815387881,7.68455974784,-87.8768425395,0.391303462731,0.00945614705552,5.00362941944,-2.98107153157e-06,-3.04986278982e-06,45,-15.0,0,0.137953392309,0.193880381061,0,100.0
178.39400169,7.61154812741,-87.3162520395,0.452529773587,0.00480152952601,4.81502023497,-2.95415648755e-06,-4.06693122773e-06,45,1.0,0,0.19388038106,0.258542575689,0,100.0
-174.606218486,7.71875524397,-86.7601664504,0.4550781376,0.0616298226791,4.87055709376,-3.0449997418e-06,-5.08604438076e-06,45,1.0,0,0.258542575689,0.323295719283,0,100.0
-176.709860976,7.65371988749,-86.1628521964,0.449139486667,0.0496787133969,4.91271555769,-3.09974681792e-06,-6.09436132557e-06,45,-9.0,0,0.323295719284,0.387364326382,0,100.0
178.768000351,7.75143438311,-85.5244214256,0.478861371067,0.0223678358707,4.90097182866,-3.07794506265e-06,-7.17076650245e-06,45,-9.0,0,0.387364326383,0.455790180138,0,100.0
176.398881367,7.79163128426,-84.8453373561,0.511036700958,0.00977560984412,5.18743625629,-3.01021270193e-06,-8.31773419582e-06,45,-9.0,0,0.455790180138,0.528729922349,0,100.0
-179.767044404,7.79159151565,-84.143811163,0.545989377643,0.0511205128203,5.42552823101,-3.01487687743e-06,-9.54527544462e-06,45,6.0,0,0.528729922349,0.606751924027,0,100.0
173.803516902,7.8739358745,-83.4198584437,0.561296295573,0.000699351970549,5.04852103851,-2.88768030387e-06,-1.08008135656e-05,45,6.0,0,0.606751924027,0.686650754644,0,100.0
-177.116355535,7.8511637227,-82.6740053454,0.583934107365,0.0940519042331,4.79361635927,-2.94916031614e-06,-1.21122346491e-05,45,6.0,0,0.686650754646,0.769961002854,0,100.0
-179.945500683,7.96336296343,-81.9180470648,0.598424246629,0.0769038017826,4.86572825401,-2.95035063873e-06,-1.34576737588e-05,45,-4.0,0,0.769961002854,0.855475834142,0,100.0
173.540027823,7.96251202624,-81.1521531432,0.604016123185,0.0219228921748,4.84326069039,-2.80827582023e-06,-1.48082332717e-05,45,-4.0,0,0.855475834141,0.941461684909,0,100.0
173.454710205,7.91402666732,-80.3411880875,0.611444858981,0.0296345944364,4.82721589871,-2.6627496115e-06,-1.6175222853e-05,45,10.0,0,0.941461684907,1.02851884527,0,100.0
173.226904198,7.58597015947,-79.4884272071,0.646566768309,0.0386880026808,4.53889914978,-2.50469108081e-06,-1.76202831114e-05,45,10.0,0,0.941461684907,1.12057861916,0,100.0
169.757194221,7.69724465765,-78.5937825096,0.681105942456,0.0131197487941,4.68946704957,-2.25422750786e-06,-1.91309946803e-05,45,10.0,0,0.941461684907,1.2169642799,0,100.0
169.058733948,7.91303151693,-77.6564018311,0.714024019373,0.0171427236498,4.69683391592,-1.97436126056e-06,-2.07117543882e-05,45,10.0,0,1.2169642799,1.31789517384,0,100.0
170.103790961,8.03204163383,-76.6461841845,0.745567783763,0.043095646819,4.77676523716,-1.71043693316e-06,-2.23671098588e-05,45,15.0,0,1.2169642799,1.42360138773,0,100.0
170.369889664,7.82692658816,-75.5667621098,0.801401380324,0.0651762989019,4.97873199386,-1.43669086897e-06,-2.41479873104e-05,45,15.0,0,1.42360138773,1.53736406084,0,100.0
-178.741280941,7.64244405334,-74.4215690785,0.857400257074,0.233137594728,5.12437037319,-1.47476593708e-06,-2.60753076924e-05,45,15.0,0,1.42360138773,1.65992919031,0,100.0
-177.874044081,7.60537393637,-73.2122131602,0.90625161808,0.277084659196,4.78674018281,-1.54230768537e-06,-2.81117170704e-05,45,15.0,0,1.65992919031,1.78934960173,0,100.0
177.839944277,7.48126612315,-72.0026744316,0.95075169951,0.248825568631,5.49525722316,-1.47081920766e-06,-3.02481001806e-05,45,-4.0,0,1.78934960173,1.92538745783,0,100.0
178.139592051,7.52341839938,-70.7928304086,0.947763924701,0.273021793782,5.66387423569,-1.40937819277e-06,-3.23780756418e-05,45,-4.0,0,1.92538745783,2.06099469277,0,100.0
165.350099651,7.62749926324,-69.5823385481,0.948165301931,0.104927633171,5.23253723504,-9.28299662339e-07,-3.44548473146e-05,45,-4.0,0,2.06099469277,2.19423646807,0,100.0
165.761238027,7.72599328752,-68.3709190394,0.942179803374,0.131214395295,4.99742100296,-4.62518304124e-07,-3.65213106519e-05,45,-4.0,0,2.19423646807,2.32690147445,0,100.0
162.19749442,7.70998072967,-67.1584978132,0.945829996246,0.0988721587305,5.05060677274,1.19310395261e-07,-3.85666796922e-05,45,-4.0,0,2.19423646807,2.45865333442,0,100.0
167.782485917,7.67285182084,-65.8822811054,0.928603631665,0.20167658932,5.06974847842,5.14298154981e-07,-4.06167586335e-05,45,15.0,0,2.45865333442,2.590311511,0,100.0
168.042830333,7.59011102583,-64.5443647777,0.970524320276,0.239585027378,5.2555554173,9.15997927452e-07,-4.2761498355e-05,45,15.0,0,2.590311511,2.72810860762,0,100.0
158.904456585,7.50660709702,-63.1457890067,1.03275933603,0.13157924266,5.38424208359,1.65594373235e-06,-4.49623991563e-05,45,15.0,0,2.72810860762,2.87065649677,0,100.0
164.029628999,7.41890899883,-61.6894779907,1.05265115603,0.251833758699,5.24425060559,2.2286104481e-06,-4.72587497838e-05,45,15.0,0,2.87065649677,3.0189288735,0,100.0
164.158957701,7.34251904839,-60.1773474246,1.08448220005,0.294829267784,5.30091558093,2.81100972386e-06,-4.96264180673e-05,45,15.0,0,3.0189288735,3.17193376755,0,100.0
158.793696357,7.10405396537,-58.6123153208,1.13039336228,0.247175301312,5.41716506237,3.61056533084e-06,-5.20388380338e-05,45,15.0,0,3.0189288735,3.32875386671,0,100.0
159.314018129,7.02701435753,-56.9962246376,1.15230243283,0.301038439829,5.35689170258,4.40300831787e-06,-5.45053935842e-05,45,15.0,0,3.3287538667,3.48923379658,0,100.0
155.56453359,6.99829278067,-55.3298731041,1.19154878853,0.279808925279,5.82496635115,5.36070153635e-06,-5.70073271187e-05,45,15.0,0,3.48923379658,3.65287799113,0,100.0
157.34393821,6.91970378296,-53.7380087606,1.20201142095,0.362006641891,5.95028797814,6.25638677749e-06,-5.95570691632e-05,45,15.0,0,3.65287799113,3.81960626691,0,100.0
159.963996928,6.92835317765,-52.1849836561,1.12332461215,0.422229530499,6.20642307924,7.00642482429e-06,-6.19687020536e-05,45,15.0,0,3.81960626691,3.97712015491,0,100.0
159.118973656,6.8326359729,-50.687620968,1.08168000994,0.428951439575,6.24949982788,7.76063648461e-06,-6.42807409224e-05,45,15.0,0,3.97712015491,4.12848399038,0,100.0
162.882040706,6.95559654277,-49.1642958662,1.01433116669,0.5,6.08454572676,8.34936007675e-06,-6.64839653895e-05,45,15.0,0,3.97712015491,4.27228715332,0,100.0
158.237240319,7.00263036804,-47.5892710507,1.02938528941,0.464378368922,6.31009750126,9.10350352082e-06,-6.86720195837e-05,45,15.0,0,4.27228715333,4.41607329379,0,100.0
153.836789176,7.04939792653,-45.9623392586,1.06211742777,0.440794206249,6.32691108399,1.00294169476e-05,-7.08731672453e-05,45,15.0,0,4.41607329379,4.56176495303,0,100.0
147.365283983,7.10719934929,-44.282319949,1.10887652275,0.379876519979,6.01261739908,1.12144856774e-05,-7.30665932236e-05,45,15.0,0,4.56176495303,4.70857512433,0,100.0
143.397051278,7.34931683031,-42.5462000001,1.14951269835,0.357461291021,6.05960979641,1.25789206959e-05,-7.52615236632e-05,45,15.0,0,4.70857512433,4.85679110036,0,100.0
138.597638136,7.43205242831,-40.7528540673,1.20233630564,0.319312515551,6.11394360516,1.41660048675e-05,-7.74497989927e-05,45,15.0,0,4.85679110036,5.00622506854,0,100.0
134.236795221,7.33849859485,-38.9029672523,1.25187827691,0.291614757966,5.68157930663,1.59574449091e-05,-7.96206818494e-05,45,15.0,0,5.00622506854,5.15619533775,0,100.0
130.716565918,7.47516275391,-36.9949187084,1.29795950359,0.27558097481,5.57950427777,1.79305112442e-05,-8.17707852464e-05,45,15.0,0,5.15619533774,5.30645233911,0,100.0
127.51808054,7.417603556,-35.0294993212,1.34002061551,0.27103220418,5.67018225652,2.00655631912e-05,-8.38964283798e-05,45,15.0,0,5.30645233911,5.45672984471,0,100.0
122.895769165,7.54418219508,-33.0045173091,1.4090248623,0.225343206471,5.53441073093,2.24564525048e-05,-8.59747309775e-05,45,15.0,0,5.45672984471,5.60622422577,0,100.0
121.669586424,7.6468834746,-30.9194245169,1.41792929444,0.271501345412,5.5158464191,2.49037891485e-05,-8.80176406896e-05,45,15.0,0,5.60622422577,5.75453095079,0,100.0
118.850266195,7.81859960597,-28.7721093966,1.45639393,0.274998369789,5.5538067549,2.75062777993e-05,-9.0004813319e-05,45,15.0,0,5.75453095079,5.90100906609,0,100.0
117.396339463,7.81384387365,-26.5630965477,1.45646351593,0.330029501183,5.28507601695,3.01533610445e-05,-9.193244843e-05,45,15.0,0,5.90100906609,6.04470996046,0,100.0
115.549992702,7.74980276859,-24.457819668,1.45466214526,0.382806728162,4.88189473217,3.28501761358e-05,-9.37827206708e-05,41,15.0,0,6.04470996047,6.18450362278,0,100.0
111.341229775,7.74345243257,-22.2963469473,1.51690363814,0.353738598189,4.82384737358,3.57732935446e-05,-9.55396002076e-05,41,15.0,0,6.18450362278,6.3206141702,0,100.0
